key,no,question_key,subject,answer,rater_1,rater_2,rater_3,rater_4,rater_5
std-kuis-98,98,kuis-1,kuis,"VALIDITY The data taken must be correct and accurate according to what is to be used. Valid data is one of the keys to making the right decision. VERACITY Refers to data inconsistencies that can occur at any time, thus inhibiting the process of processing and managing data effectively.",2,3,3,2,5
std-kuis-99,99,kuis-1,kuis,"In addition to these three things, there are also other 2Vs, namely Veracity and Value. VERACITY means whether this data is of good quality Is there anything missing Is this data accurate and valid The last V is VALUE which is at the top of the big data pyramid. This value is what can turn big data into an economic resource, value itself means that big data has a very high value if processed properly.",5,5,5,5,5
std-kuis-100,100,kuis-1,kuis,"- Value is the function or usefulness of data. Big data has a very high value if processed properly. - Veracity is the vulnerability of the accuracy and validity of big data so that it requires depth to analyze big data in order to produce the right decision. In some cases, the truth of the data set can be traced back to the source source. When multiple sources are combined, for example to increase variation, interactions across data sets and the non-homogeneous data quality landscape can be difficult to track",5,5,5,5,5
std-kuis-101,101,kuis-1,kuis,"1. Validity. The data taken must be correct and accurate according to what is to be used. Valid data is one of the keys to making the right decision. 2. Veracity. Refers to data inconsistencies that can occur at any time, thus inhibiting the process of processing and managing data effectively.",2,3,3,2,5
std-kuis-102,102,kuis-1,kuis,"2 V mentioned in addition to the module are: 1. Veracity Big data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decision. The character of veracity refers to how accurate and reliable the data is. 2. Value Value means that big data has a very high value if processed in an appropriate way or it can also be said how valuable or meaningful the data is. For example, the employee biodata of a food raw material sales company will not be valuable for the purposes of analyzing the prediction of raw material sales to customers. The data may not be important and not valuable for one thing, but it can be very important and very valuable for another. Data that has no value in any part will not be filtered in the Big Data analysis application system.",5,5,5,5,5
std-kuis-103,103,kuis-1,kuis,Variability is the continuity of data changes that occur continuously. Value is data that must ultimately create a value for the company or organization.,3,3,3,3,3
std-kuis-104,104,kuis-1,kuis,"varicity: concerns the validity of data, whether the data can be trusted or not. value: the value of data obtained after processing all existing data.",3,3,5,4,5
std-kuis-105,105,kuis-1,kuis,"1. Veracity Veracity concerns the vulnerability in terms of accuracy and validity of data so that it requires depth to analyze big data in order to produce the right decision. With the many forms of data, the truth about information becomes less controlled. Big data with analysis technology helps us to be able to work with very large data through analysis results, because the larger the volume of data, the less accurate the data will be. The character of veracity refers to how accurate and reliable the data is. 2. Value Value can be interpreted that the value of data determines the decisions we make after processing all the data. Big data has a very high value if it is processed in the right way or it can also be said how valuable or meaningful the data is. Without knowing the value of data, we will have difficulty or even make mistakes in making decisions to get to the next step. Data that has no value in any part will not be filtered in the Big Data analysis application system.",5,5,5,5,5
std-kuis-106,106,kuis-1,kuis,"VARICITY Concerning the validity of data whether it can be trusted or not. VALUE The value of data determines the decisions we make after processing all the data. Without knowing the value of data, we will have difficulty or make mistakes in taking the next step. Utilizing the right data value will make work more efficient",3,3,5,4,5
std-kuis-107,107,kuis-1,kuis,,1,1,1,1,1
std-kuis-108,108,kuis-1,kuis,Value and Veracity Honesty Value is the function or usefulness of data. Big data has a very high value if processed properly. Veracity honesty is the vulnerability of the accuracy and validity of big data so that it requires depth to analyze big data in order to produce the right decision.,5,5,5,5,5
